Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,btw_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_cancelled,avg_price_per_room,no_of_special_requests,booking_status
INN19061,2,0,1,3,Meal Plan 1,0,Room_Type 1,26,2017,9,17,0,0,0,76.5,0,kept
INN19792,1,0,1,1,Meal Plan 1,0,Room_Type 1,26,2017,9,5,0,0,0,95,2,kept
INN20156,3,0,2,2,Meal Plan 1,0,Room_Type 1,26,2018,3,26,0,0,0,172,2,kept
INN20317,2,2,1,4,Meal Plan 1,0,Room_Type 6,26,2018,4,25,0,0,0,197.78,0,cancelled
INN20354,2,0,2,3,Meal Plan 1,0,Room_Type 2,26,2017,11,1,0,0,0,85,0,kept
INN20883,2,0,0,4,Meal Plan 1,0,Room_Type 1,26,2018,12,14,0,0,0,88.4,1,kept
INN20956,2,0,2,1,Meal Plan 1,0,Room_Type 4,26,2017,10,17,0,0,0,75,0,kept
INN21231,1,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,11,16,0,0,0,77,0,kept
INN21239,2,1,0,2,Meal Plan 1,0,Room_Type 1,26,2018,4,15,0,0,0,145,2,kept
INN21607,1,0,1,2,Meal Plan 1,0,Room_Type 1,26,2017,10,19,0,0,0,77,0,kept
INN21716,1,0,2,5,Meal Plan 1,0,Room_Type 6,26,2018,11,13,0,0,0,143.65,1,cancelled
INN22445,2,0,2,3,Meal Plan 1,0,Room_Type 2,26,2017,11,1,0,0,0,85,0,kept
INN22778,1,0,1,3,Meal Plan 1,0,Room_Type 1,26,2018,12,22,0,0,0,74.8,0,cancelled
INN22784,2,0,1,1,Meal Plan 1,0,Room_Type 1,26,2018,7,2,0,0,0,151,1,cancelled
INN23240,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,2018,11,17,0,0,0,123,2,kept
INN23527,4,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,4,13,0,0,0,182,2,kept
INN23794,2,0,1,2,Meal Plan 1,0,Room_Type 4,26,2018,5,20,0,0,0,158.33,0,cancelled
INN23879,2,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,12,16,0,0,0,104,0,cancelled
INN24024,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,2,11,0,0,0,65.52,0,kept
INN24053,2,0,2,4,Meal Plan 1,0,Room_Type 4,26,2018,11,12,0,0,0,99.17,2,kept
INN24404,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,0,0,0,120,0,kept
INN24582,2,1,0,1,Meal Plan 1,0,Room_Type 1,26,2018,10,26,0,0,0,118.5,0,cancelled
INN25630,2,1,2,1,Meal Plan 1,0,Room_Type 1,26,2017,10,17,0,0,0,161,0,kept
INN25681,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,3,16,0,0,0,91,1,kept
INN26012,1,0,1,1,Meal Plan 1,0,Room_Type 4,26,2018,12,5,0,0,0,87.78,1,kept
INN26138,1,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,6,28,1,1,9,65,1,kept
INN26962,3,0,1,3,Meal Plan 1,0,Room_Type 1,26,2018,9,5,0,0,0,127.2,0,cancelled
INN27039,2,0,2,1,Meal Plan 1,0,Room_Type 4,26,2017,10,18,0,0,0,75,0,kept
INN27394,2,0,2,5,Meal Plan 1,0,Room_Type 1,26,2017,10,31,0,0,0,95.96,1,kept
INN27430,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,7,11,1,2,12,65,0,kept
INN27545,3,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,5,19,0,0,0,177,2,kept
INN27678,2,0,2,2,Meal Plan 1,0,Room_Type 4,26,2018,11,13,0,0,0,96.9,1,cancelled
INN27681,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2017,9,8,0,0,0,105,0,kept
INN28159,2,0,2,4,Meal Plan 1,0,Room_Type 1,26,2018,10,16,0,0,0,139,1,kept
INN28322,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,0,0,0,120,0,kept
INN28570,2,0,1,4,Meal Plan 1,0,Room_Type 1,26,2018,3,2,0,0,0,87,0,kept
INN28763,1,0,0,1,Meal Plan 1,0,Room_Type 1,26,2017,10,21,0,0,0,65,0,kept
INN28922,2,2,1,1,Meal Plan 1,0,Room_Type 6,26,2018,2,8,0,0,0,171,0,cancelled
INN28948,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,7,11,1,1,1,65,0,kept
INN29321,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,4,21,0,0,0,117,1,kept
INN29556,2,2,1,1,Meal Plan 1,0,Room_Type 6,26,2018,8,29,0,0,0,206.5,4,kept
INN29768,3,0,1,3,Meal Plan 1,0,Room_Type 4,26,2018,4,11,0,0,0,144.5,2,kept
INN29784,2,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,10,31,0,0,0,110,1,kept
INN30104,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2017,9,12,0,0,0,124,3,kept
INN30297,1,0,1,1,Meal Plan 1,0,Room_Type 1,26,2018,11,7,0,0,0,153.23,1,kept
INN30333,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,0,0,0,120,0,kept
INN30377,2,0,1,1,Meal Plan 1,0,Room_Type 1,26,2018,12,17,0,0,0,104,0,kept
INN30514,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,0,0,0,120,0,kept
INN30583,2,0,2,4,Meal Plan 1,0,Room_Type 1,26,2017,9,5,0,0,0,116.85,1,cancelled
INN30741,2,0,2,3,Meal Plan 1,0,Room_Type 4,26,2017,10,4,0,0,0,79.85,1,cancelled
INN30925,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,8,8,0,0,0,65,0,kept
INN31135,2,0,2,2,Meal Plan 1,0,Room_Type 4,26,2018,11,12,0,0,0,78.2,0,cancelled
INN31282,1,0,1,1,Meal Plan 1,0,Room_Type 1,26,2018,11,7,0,0,0,153.23,1,kept
INN31438,2,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,4,13,0,0,0,126,1,kept
INN31488,3,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,10,27,0,0,0,165,0,kept
INN32082,2,0,2,3,Meal Plan 1,0,Room_Type 1,26,2018,7,3,0,0,0,85,0,kept
INN32099,2,2,0,4,Meal Plan 1,0,Room_Type 6,26,2018,9,27,0,0,0,226.5,0,cancelled
INN32303,2,0,1,5,Meal Plan 1,0,Room_Type 1,26,2017,11,3,0,0,0,99.45,0,kept
INN32787,3,0,2,2,Meal Plan 1,0,Room_Type 4,26,2018,4,10,0,0,0,153,0,cancelled
INN32876,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,0,0,0,120,0,kept
INN32973,2,0,1,4,Meal Plan 1,0,Room_Type 4,26,2017,10,14,0,0,0,75,0,kept
INN33287,2,1,2,0,Meal Plan 1,0,Room_Type 4,26,2018,5,29,0,0,0,153.5,2,kept
INN33464,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,0,0,0,120,0,kept
INN33797,2,1,2,2,Meal Plan 1,0,Room_Type 1,26,2018,8,7,0,0,0,169,2,kept
INN33991,1,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,11,16,0,0,0,77,0,cancelled
INN34171,2,0,2,1,Meal Plan 1,0,Room_Type 4,26,2018,11,12,0,0,0,128.33,1,kept
INN34886,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,2018,4,15,0,0,0,142,0,cancelled
INN35244,2,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,2,19,0,0,0,91,0,cancelled
INN35725,2,2,2,4,Meal Plan 1,0,Room_Type 6,26,2018,2,10,0,0,0,171,0,cancelled
INN35739,2,0,1,1,Meal Plan 1,0,Room_Type 1,26,2017,9,12,0,0,0,133.5,2,kept
INN36089,2,0,1,3,Meal Plan 1,0,Room_Type 4,26,2018,4,11,0,0,0,123.5,1,kept
INN36152,2,0,2,2,Meal Plan 1,0,Room_Type 1,26,2018,2,7,0,0,0,64.64,0,kept
INN02096,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,0,0,0,133.8,0,kept
INN03632,2,0,1,2,Meal Plan 2,0,Room_Type 1,26,2018,10,17,0,0,0,180,2,kept
INN04920,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,0,0,0,133.8,0,kept
INN08348,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,12,21,0,0,0,102.72,0,cancelled
INN12765,2,0,0,5,Meal Plan 2,0,Room_Type 1,26,2018,3,1,0,0,0,90.44,0,kept
INN14593,1,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,12,21,0,0,0,79.92,0,cancelled
INN18824,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,0,0,0,133.8,0,kept
INN20732,2,2,2,2,Meal Plan 2,0,Room_Type 6,26,2018,10,1,0,0,0,294,2,kept
INN28217,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,0,0,0,133.8,0,kept
INN32288,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,0,0,0,133.8,0,kept
INN32887,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,12,21,0,0,0,102.72,0,cancelled
INN01976,1,0,4,10,Not Selected,0,Room_Type 1,26,2018,12,1,0,0,0,66.29,0,cancelled
INN04992,2,0,0,3,Not Selected,0,Room_Type 1,26,2018,3,3,0,0,0,67.87,0,kept
INN05989,2,0,0,3,Not Selected,0,Room_Type 1,26,2018,10,19,0,0,0,119,1,kept
INN07198,3,0,1,3,Not Selected,0,Room_Type 4,26,2017,10,12,0,0,0,108,0,kept
INN07616,2,0,2,1,Not Selected,0,Room_Type 1,26,2018,10,2,0,0,0,133,0,kept
INN08306,2,0,2,3,Not Selected,0,Room_Type 1,26,2018,9,25,0,0,0,84.14,1,kept
INN08648,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,8,31,0,0,0,110,1,kept
INN12088,2,0,0,1,Not Selected,0,Room_Type 1,26,2018,10,28,0,0,0,110,2,kept
INN12482,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,4,15,0,0,0,115,0,cancelled
INN12562,2,0,2,3,Not Selected,0,Room_Type 1,26,2018,10,16,0,0,0,119,1,cancelled
INN13124,2,0,1,3,Not Selected,0,Room_Type 1,26,2018,11,17,0,0,0,57.59,1,kept
INN16444,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,2,5,0,0,0,77,1,kept
INN16744,1,0,1,5,Not Selected,0,Room_Type 1,26,2018,3,28,0,0,0,119.7,0,cancelled
INN17018,2,0,1,2,Not Selected,0,Room_Type 1,26,2018,12,19,0,0,0,79.2,0,cancelled
INN18171,1,0,2,0,Not Selected,0,Room_Type 1,26,2018,10,2,0,0,0,134,1,kept
INN18924,2,0,0,1,Not Selected,0,Room_Type 1,26,2018,12,21,0,0,0,67.76,1,kept
INN20582,2,0,1,4,Not Selected,0,Room_Type 1,26,2018,1,27,0,0,0,60,1,kept
INN23143,2,0,1,1,Not Selected,0,Room_Type 1,26,2018,4,18,0,0,0,89,1,kept
INN23996,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,10,21,0,0,0,119,2,kept
INN24655,2,0,1,0,Not Selected,0,Room_Type 1,26,2018,4,11,0,0,0,89,1,kept
INN27282,2,0,0,1,Not Selected,0,Room_Type 1,26,2018,11,11,0,0,0,100,0,cancelled
INN29504,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,4,15,0,0,0,115,0,cancelled
INN29739,2,0,2,4,Not Selected,0,Room_Type 1,26,2018,5,11,0,0,0,124.7,0,cancelled
INN32816,2,0,0,3,Not Selected,0,Room_Type 1,26,2018,11,2,0,0,0,109,2,kept
INN33444,2,0,2,0,Not Selected,0,Room_Type 1,26,2018,10,9,0,0,0,119,1,cancelled
INN33450,2,0,1,2,Not Selected,1,Room_Type 1,26,2018,10,3,0,0,0,142,2,kept
INN33883,2,0,1,1,Not Selected,0,Room_Type 1,26,2018,10,17,0,0,0,87.05,1,kept
INN34633,2,0,1,3,Not Selected,0,Room_Type 1,26,2018,10,3,0,0,0,103.76,1,kept
INN35254,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,9,15,0,0,0,139,0,cancelled
INN35714,1,0,1,2,Not Selected,0,Room_Type 1,26,2018,12,5,0,0,0,88,0,kept
INN35821,2,0,0,3,Not Selected,0,Room_Type 1,26,2018,11,2,0,0,0,100,2,kept
INN36263,2,0,2,0,Not Selected,0,Room_Type 1,26,2018,8,7,0,0,0,143.5,1,kept
INN00140,3,0,2,4,Meal Plan 1,0,Room_Type 4,27,2018,4,15,0,0,0,142.72,0,cancelled
INN00316,3,0,1,0,Meal Plan 1,0,Room_Type 4,27,2018,4,17,0,0,0,137,0,cancelled
INN00321,3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2018,2,22,0,0,0,130,2,kept
INN00529,2,0,2,1,Meal Plan 1,0,Room_Type 4,27,2018,6,26,0,0,0,152.67,0,cancelled
INN00530,2,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,2,4,0,0,0,66.31,1,kept
INN00598,2,0,0,3,Meal Plan 1,0,Room_Type 4,27,2018,6,29,0,0,0,125.25,1,kept
INN00665,2,1,1,1,Meal Plan 1,1,Room_Type 1,27,2018,8,8,0,0,0,195.5,2,kept
INN00957,1,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,11,6,0,0,0,143.3,1,kept
INN01071,2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,10,3,0,0,0,95,0,kept
INN01324,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN01390,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,0,0,0,141,0,cancelled
INN01578,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN01641,1,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,16,0,0,0,65,0,kept
INN01835,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN02021,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN02258,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,9,19,0,0,0,118.15,0,cancelled
INN02833,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN02877,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,5,4,0,0,0,85,0,kept
INN03243,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN03333,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,0,0,0,120.9,0,cancelled
INN03457,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2017,11,29,0,0,0,65,0,kept
INN04398,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN04802,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN04945,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN05048,1,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,10,12,0,0,0,65,0,kept
INN05072,2,0,1,3,Meal Plan 1,0,Room_Type 4,27,2018,12,8,0,0,0,96.9,2,kept
INN05213,2,2,0,3,Meal Plan 1,0,Room_Type 6,27,2018,9,20,0,0,0,212.1,1,cancelled
INN05264,3,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,9,26,0,0,0,140.2,0,cancelled
INN05546,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN05567,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,2018,10,9,0,0,0,85.5,0,kept
INN05635,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN05663,1,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,29,1,0,7,65,1,kept
INN06373,2,0,2,2,Meal Plan 1,0,Room_Type 4,27,2018,11,13,0,0,0,96.9,2,kept
INN06987,1,0,0,2,Meal Plan 1,0,Room_Type 1,27,2018,10,5,0,0,0,139,1,kept
INN07128,3,0,2,2,Meal Plan 1,0,Room_Type 5,27,2018,9,9,0,0,0,167.2,0,kept
INN07279,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN07294,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN07507,2,0,2,0,Meal Plan 1,0,Room_Type 1,27,2018,10,16,0,0,0,85,0,kept
INN07941,3,0,1,1,Meal Plan 1,0,Room_Type 4,27,2018,2,27,0,0,0,135,1,kept
INN08020,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN08090,1,0,2,1,Meal Plan 1,0,Room_Type 1,27,2017,10,4,0,0,0,91.83,2,kept
INN08095,2,0,0,3,Meal Plan 1,0,Room_Type 4,27,2018,4,12,0,0,0,126,1,kept
INN08144,2,0,2,0,Meal Plan 1,0,Room_Type 1,27,2018,10,16,0,0,0,85,0,kept
INN08213,1,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,12,6,1,0,11,88,1,kept
INN08535,2,0,2,1,Meal Plan 1,0,Room_Type 4,27,2018,11,12,0,0,0,119.33,1,kept
INN08740,1,0,1,3,Meal Plan 1,0,Room_Type 1,27,2018,12,1,0,0,0,96,1,kept
INN08821,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,0,0,0,124,2,kept
INN08874,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN08984,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,2017,9,28,0,0,0,149.88,0,kept
INN09313,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN09437,1,0,0,2,Meal Plan 1,0,Room_Type 4,27,2018,4,20,0,0,0,105.49,0,cancelled
INN09530,3,0,2,0,Meal Plan 1,0,Room_Type 4,27,2018,4,24,0,0,0,153,2,kept
INN09602,3,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,2,18,0,0,0,127,1,kept
INN09638,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN09686,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2018,7,8,0,0,0,151,1,kept
INN09735,2,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,1,10,0,0,0,89,1,kept
INN10172,1,0,1,3,Meal Plan 1,0,Room_Type 4,27,2018,6,13,0,0,0,104.72,1,kept
INN10426,2,0,2,0,Meal Plan 1,0,Room_Type 1,27,2018,9,11,0,0,0,110,2,kept
INN10607,2,0,1,4,Meal Plan 1,0,Room_Type 1,27,2017,12,9,0,0,0,69,0,kept
INN11120,2,2,1,2,Meal Plan 1,0,Room_Type 7,27,2018,9,23,0,0,0,234.35,1,kept
INN11484,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN11711,2,0,1,2,Meal Plan 1,0,Room_Type 2,27,2017,12,4,0,0,0,77.87,0,cancelled
INN11910,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,12,7,0,0,0,113,2,kept
INN12277,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN12295,3,0,1,3,Meal Plan 1,0,Room_Type 4,27,2018,7,25,0,0,0,182.33,0,cancelled
INN12912,2,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,3,6,0,0,0,87,0,kept
INN13143,1,0,1,3,Meal Plan 1,0,Room_Type 1,27,2017,9,3,0,0,0,90.25,0,kept
INN13242,2,2,0,2,Meal Plan 1,0,Room_Type 6,27,2018,7,6,0,0,0,231,0,cancelled
INN13277,3,0,0,4,Meal Plan 1,0,Room_Type 4,27,2018,12,7,0,0,0,171.44,1,kept
INN13443,2,0,0,1,Meal Plan 1,0,Room_Type 4,27,2017,9,24,0,0,0,107.03,1,kept
INN13946,3,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,9,19,0,0,0,136,0,cancelled
INN14150,2,0,0,2,Meal Plan 1,0,Room_Type 4,27,2018,6,28,0,0,0,166,0,cancelled
INN14179,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,5,18,0,0,0,112.8,0,kept
INN14246,2,0,0,2,Meal Plan 1,0,Room_Type 4,27,2018,6,22,0,0,0,120.12,1,kept
INN14862,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN14976,2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,9,26,0,0,0,111.2,0,cancelled
INN14997,2,0,0,4,Meal Plan 1,0,Room_Type 1,27,2018,11,23,0,0,0,68.07,1,kept
INN15346,3,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,7,23,0,0,0,187,2,kept
INN15527,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,2,18,0,0,0,93,1,kept
INN15735,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,12,7,0,0,0,113,2,kept
INN15793,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,2018,3,6,0,0,0,66,0,kept
INN16436,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,0,0,0,141,0,cancelled
INN16959,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN17041,2,0,1,4,Meal Plan 1,0,Room_Type 4,27,2018,10,3,0,0,0,163.8,0,cancelled
INN17173,2,1,1,3,Meal Plan 1,0,Room_Type 1,27,2018,3,28,0,0,0,145.28,2,kept
INN17362,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN17698,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2017,11,29,0,0,0,65,0,kept
INN17777,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,2018,6,20,0,0,0,80.75,0,kept
INN17969,2,0,1,2,Meal Plan 1,0,Room_Type 4,27,2017,9,21,0,0,0,97,0,kept
INN18060,2,0,0,4,Meal Plan 1,0,Room_Type 1,27,2018,11,23,0,0,0,68.07,1,kept
INN18106,3,0,2,6,Meal Plan 1,0,Room_Type 4,27,2018,4,15,0,0,0,141.46,0,cancelled
INN18187,1,0,2,1,Meal Plan 1,0,Room_Type 1,27,2017,11,22,0,0,0,65,0,kept
INN18680,3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2018,4,29,0,0,0,177,0,cancelled
INN18698,2,0,4,6,Meal Plan 1,0,Room_Type 4,27,2018,6,12,0,0,0,132.24,0,cancelled
INN18766,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,0,0,0,124,2,kept
INN18904,2,1,0,3,Meal Plan 1,0,Room_Type 4,27,2018,3,10,0,0,0,111.33,2,kept
INN18977,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,0,0,0,141,0,cancelled
INN20227,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,2018,6,19,0,0,0,95,0,kept
INN20281,2,0,2,2,Meal Plan 1,0,Room_Type 4,27,2018,5,21,0,0,0,137.6,0,cancelled
INN20416,2,0,1,2,Meal Plan 1,0,Room_Type 1,27,2018,8,22,0,0,0,151,1,cancelled
INN20581,2,0,2,1,Meal Plan 1,0,Room_Type 4,27,2018,6,26,0,0,0,152.67,0,cancelled
INN20781,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN20941,2,2,0,2,Meal Plan 1,0,Room_Type 6,27,2018,9,29,0,0,0,234,1,cancelled
INN21051,2,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,0,0,0,156,0,kept
INN21097,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN21130,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2018,8,31,0,0,0,110,3,kept
INN21167,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN21410,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,2018,5,22,0,0,0,90.84,2,kept
INN21487,2,0,1,2,Meal Plan 1,0,Room_Type 1,27,2018,5,9,0,0,0,95,0,kept
INN21577,2,0,1,4,Meal Plan 1,0,Room_Type 1,27,2017,10,19,0,0,0,126,1,kept
INN21602,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,2017,12,31,0,0,0,129.5,0,kept
INN21604,2,0,1,5,Meal Plan 1,0,Room_Type 1,27,2017,12,22,0,0,0,48.33,0,kept
INN21920,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,2018,5,29,0,0,0,80.75,1,kept
INN22257,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,4,25,0,0,0,111,1,kept
INN22458,1,0,4,5,Meal Plan 1,0,Room_Type 1,27,2018,2,7,0,0,0,70,0,cancelled
INN22608,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,2018,5,29,0,0,0,80.75,1,kept
INN22620,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN22781,1,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,4,20,0,0,0,89,0,kept
INN23140,1,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,29,1,1,11,65,0,kept
INN23681,2,0,1,2,Meal Plan 1,0,Room_Type 2,27,2017,12,4,0,0,0,74.33,1,kept
INN24098,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,0,0,0,141,0,cancelled
INN24646,2,0,1,0,Meal Plan 1,1,Room_Type 1,27,2018,2,1,0,0,0,98,1,kept
INN24837,3,0,0,4,Meal Plan 1,0,Room_Type 1,27,2017,10,13,0,0,0,97.92,1,kept
INN24887,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,2018,5,22,0,0,0,90.84,2,kept
INN24908,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN24918,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN24932,2,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,5,18,0,0,0,156,0,kept
INN25556,1,0,0,3,Meal Plan 1,0,Room_Type 4,27,2017,9,17,0,0,0,120,0,kept
INN25759,2,0,1,4,Meal Plan 1,0,Room_Type 1,27,2017,10,5,0,0,0,106.02,2,kept
INN26210,2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,7,4,0,0,0,151,1,kept
INN26372,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,0,0,108,0,kept
INN26568,1,0,2,4,Meal Plan 1,0,Room_Type 4,27,2018,11,11,0,0,0,101.43,3,kept
INN26615,2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,2,20,0,0,0,91,1,cancelled
INN26767,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,0,0,0,141,0,cancelled
INN27141,2,1,0,3,Meal Plan 1,0,Room_Type 1,27,2018,10,20,0,0,0,85,1,kept
INN27307,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,0,0,0,120,0,kept
INN27373,2,0,2,2,Meal Plan 1,0,Room_Type 5,27,2018,9,9,0,0,0,167.2,0,kept
